geneSym,FC_ADvsNCI,LOG10 FC,t_ADvsNCI,p_ADvsNCI,,,,,,,
UBE2I,0.950924969,-0.021853749,0.119094679,0.908546124,,,,,,,
DHODH,0.954073332,-0.020418243,0.11904239,0.908586061,,,,,,,
CCT5,1.008496838,0.003674541,-0.118928967,0.908672692,,,,,,,
PRDX5,0.945164735,-0.024492491,-0.11883787,0.908742272,,,,,,,
MOV10,0.99038375,-0.004196494,0.118733276,0.908822161,,,,,,,
ATP5F1A,0.979728823,-0.008894115,0.118600488,0.908923587,,,,,,,
AMACR,0.981221424,-0.008232978,-0.118447834,0.909040189,,,,,,,
PDCD10,0.980036913,-0.008757566,-0.118404133,0.90907357,,,,,,,
SLC25A4,0.989299767,-0.004672093,0.118338542,0.909123671,,,,,,,
TMEM97,0.883644441,-0.05372245,-0.118172237,0.909250705,,,,,,,
SYS1,0.964475751,-0.015708687,-0.118126137,0.90928592,,,,,,,
DNAH10,1.07754394,0.032434989,0.118077242,0.909323269,,,,,,,
XXYLT1,1.147951603,0.059923579,-0.117626475,0.909667611,,,,,,,
MOB3C,1.015799487,0.006807989,0.117545728,0.909729296,,,,,,,
PLEK,0.966485329,-0.014804734,-0.117540623,0.909733196,,,,,,,
VAMP1,1.081031448,0.033838328,-0.117413584,0.909830246,,,,,,,
VAV1,0.968837835,-0.01374891,-0.117345692,0.909882113,,,,,,,
SLC38A3,1.026814609,0.011492039,-0.117307781,0.909911075,,,,,,,
TXNRD2,0.968187401,-0.014040573,-0.117036677,0.91011819,,,,,,,
LRRC20,1.03257329,0.013920887,-0.117025596,0.910126657,,,,,,,
IGSF21,0.895495576,-0.047936555,-0.116933504,0.910197014,,,,,,,
CLMP,0.91680047,-0.037725173,0.116744935,0.910341081,,,,,,,
BBIP1,1.039125399,0.01666796,0.116471178,0.91055024,,,,,,,
DIPK1A,1.016452396,0.007087044,-0.11627346,0.910701307,,,,,,,
FTO,1.00420473,0.001822263,0.116271293,0.910702963,,,,,,,
KDM2B,1.009412606,0.004068724,-0.116190005,0.910765072,,,,,,,
THEM6,1.005593765,0.002422572,0.116184366,0.910769381,,,,,,,
DTYMK,1.044266542,0.018811363,0.116128547,0.910812031,,,,,,,
UBAP2,1.056562727,0.023895286,0.116016557,0.9108976,,,,,,,
KPNB1,1.001148332,0.000498428,-0.115940828,0.910955465,,,,,,,
VPS4B,0.963717544,-0.016050235,0.115875485,0.911005393,,,,,,,
MECR,1.01960472,0.008431837,0.115700444,0.911139144,,,,,,,
TBC1D4,1.086695279,0.03610778,0.115648556,0.911178793,,,,,,,
LETMD1,0.93425804,-0.029533156,-0.115645228,0.911181336,,,,,,,
LRRC17,1.002460917,0.00106745,0.115490184,0.91129981,,,,,,,
ABHD16A,1.015060171,0.006491787,0.115468967,0.911316023,,,,,,,
MON1B,1.081774049,0.034136559,0.115452245,0.911328801,,,,,,,
HNRNPH2,0.957299042,-0.018952376,-0.114438129,0.912103786,,,,,,,
HSD17B8,0.99966814,-0.000144149,0.114362288,0.912161747,,,,,,,
PDHB,0.9495053,-0.022502607,0.114305051,0.912205491,,,,,,,
SSH1,0.939761933,-0.026982151,0.11423703,0.912257477,,,,,,,
EEF1A1,0.970346074,-0.013073347,-0.114210807,0.912277519,,,,,,,
POLDIP2,0.936502603,-0.028491011,-0.114181283,0.912300083,,,,,,,
PROS1,0.901798847,-0.044890324,-0.114120484,0.91234655,,,,,,,
COQ7,0.946655703,-0.023807945,-0.11410284,0.912360035,,,,,,,
LCLAT1,0.981340868,-0.008180115,-0.114075368,0.912381031,,,,,,,
SEC11C,0.937635351,-0.027966027,-0.113815257,0.912579833,,,,,,,
PNN,0.973818658,-0.011521909,-0.113621995,0.912727547,,,,,,,
UBFD1,0.969760887,-0.013335336,-0.113584497,0.912756208,,,,,,,
TPRG1L,1.012608099,0.005441397,-0.11353675,0.912792702,,,,,,,
MLYCD,0.967984286,-0.014131693,-0.113519465,0.912805914,,,,,,,
TPD52L1,1.014303762,0.006168036,-0.113212,0.913040926,,,,,,,
SREK1,1.034137488,0.014578282,0.112978797,0.913219182,,,,,,,
CWF19L1,0.960624185,-0.017446483,-0.112720708,0.913416467,,,,,,,
TMEM87A,1.021062903,0.009052498,0.112673318,0.913452693,,,,,,,
AHCYL1,1.024319676,0.010435515,-0.112497472,0.913587115,,,,,,,
PTGES2,0.942475764,-0.025729809,-0.112357905,0.913693806,,,,,,,
RNASEH2C,0.98929693,-0.004673339,-0.112120855,0.913875023,,,,,,,
PPP1R21,1.012855923,0.005547672,0.111980822,0.913982076,,,,,,,
DOK7,1.138658549,0.056393511,0.111953906,0.914002653,,,,,,,
PRKAG1,0.950007426,-0.022273,-0.111946719,0.914008147,,,,,,,
GGA1,0.986170887,-0.006047823,-0.111810976,0.914111922,,,,,,,
PTGDS,0.983653747,-0.007157749,0.111395889,0.914429268,,,,,,,
PALM2AKAP2,0.917674805,-0.037311192,-0.111279993,0.914517876,,,,,,,
PFDN6,1.057391293,0.02423573,0.11102333,0.914714113,,,,,,,
CCT3,0.993944219,-0.002637988,-0.110976004,0.914750298,,,,,,,
COQ9,0.989404735,-0.004626015,0.110824469,0.914866161,,,,,,,
NDUFB2,1.002038412,0.00088437,0.110817633,0.914871388,,,,,,,
ATF6,1.010406812,0.004496265,0.110472489,0.915135292,,,,,,,
WNT9A,1.020070838,0.008630332,0.110260238,0.915297589,,,,,,,
PIP4K2C,1.00187919,0.000815356,-0.110249169,0.915306053,,,,,,,
BMP2K,0.97908827,-0.009178152,-0.10991264,0.915563388,,,,,,,
HSP90B1,0.935499345,-0.028956512,-0.109704966,0.915722196,,,,,,,
PNKP,0.996463146,-0.001538759,0.109660719,0.915756033,,,,,,,
COX5A,0.967679667,-0.014268384,0.109642299,0.915770119,,,,,,,
NUDC,1.028866551,0.012359048,0.109000856,0.91626066,,,,,,,
ATP5ME,0.97380982,-0.01152585,0.108952122,0.916297931,,,,,,,
LYPLAL1,0.985403057,-0.006386095,0.108803575,0.916411538,,,,,,,
MRPS33,0.987440323,-0.005489142,0.108691897,0.916496949,,,,,,,
MVP,0.962147073,-0.016758537,0.10855516,0.916601527,,,,,,,
OPCML,1.092980538,0.038612429,0.108414752,0.916708915,,,,,,,
SETD9,1.012318221,0.005317054,-0.108272395,0.916817796,,,,,,,
NUP210,1.022933021,0.009847198,0.108132157,0.916925058,,,,,,,
RPS6KA3,0.976331196,-0.010402834,-0.1080999,0.91694973,,,,,,,
ANXA4,0.907823144,-0.04199875,0.107818035,0.917165321,,,,,,,
IMMT,0.974107418,-0.011393149,0.107800079,0.917179056,,,,,,,
NDUFS8,0.984927868,-0.006595574,0.107740497,0.917224629,,,,,,,
LIPT2,0.939246163,-0.02722057,-0.107670942,0.917277832,,,,,,,
NCF4,0.940864065,-0.026473118,-0.107580967,0.917346654,,,,,,,
YEATS4,0.977273174,-0.009984022,0.107489276,0.917416791,,,,,,,
UNC45A,1.001770984,0.000768449,-0.107395777,0.91748831,,,,,,,
CD4,0.944046534,-0.025006598,-0.107330831,0.917537989,,,,,,,
ST8SIA6,0.941901941,-0.025994308,-0.107199792,0.917638227,,,,,,,
PPP2R2D,1.039171382,0.016687178,0.107171832,0.917659614,,,,,,,
PPIL4,0.973934669,-0.011470174,-0.107168641,0.917662056,,,,,,,
PBXIP1,0.932477354,-0.030361707,0.107093024,0.917719899,,,,,,,
GPAM,1.025594346,0.010975618,-0.106885463,0.917878676,,,,,,,
CBL,0.994045937,-0.002593545,-0.106858753,0.917899109,,,,,,,
UBXN8,1.086705202,0.036111746,-0.106698783,0.918021484,,,,,,,
CLPP,0.994528192,-0.002382901,0.106562121,0.91812603,,,,,,,
VAPA,0.989335528,-0.004656395,-0.106353915,0.918285311,,,,,,,
ARHGAP45,0.981939829,-0.007915124,-0.10629491,0.918330452,,,,,,,
PTPRC,1.007666238,0.003316708,-0.106271558,0.918348317,,,,,,,
AFG3L2,0.994300369,-0.002482399,0.106160546,0.918433245,,,,,,,
FAHD2A,1.022084567,0.009486831,0.106146882,0.918443699,,,,,,,
TMEM109,0.989130965,-0.004746202,0.106135338,0.91845253,,,,,,,
ZC3H14,0.988652321,-0.00495641,0.106123817,0.918461345,,,,,,,
IGHV1-69,1.221572753,0.086919337,0.106092994,0.918484926,,,,,,,
MCMBP,1.095215426,0.039499552,-0.105997578,0.918557924,,,,,,,
GSTZ1,0.936365519,-0.028554587,0.105824088,0.918690655,,,,,,,
NDUFS2,0.946575995,-0.023844513,-0.105795523,0.91871251,,,,,,,
GK,1.032268828,0.013792813,0.105757484,0.918741613,,,,,,,
PGM3,1.03865629,0.016471855,-0.105537062,0.918910256,,,,,,,
RAB3D,0.982182256,-0.007807916,-0.10515025,0.919206213,,,,,,,
SDHB,0.967298444,-0.014439511,0.105014844,0.919309819,,,,,,,
EML2,0.984603443,-0.00673865,0.104948628,0.919360484,,,,,,,
ISY1,1.10944332,0.04510512,0.104902537,0.919395751,,,,,,,
PALM2AKAP2,0.991830911,-0.003562361,-0.104870582,0.919420201,,,,,,,
CACNA1H,1.004469459,0.001936736,-0.104851714,0.919434639,,,,,,,
SPATA31D1,1.008167091,0.003532517,0.104765187,0.919500846,,,,,,,
ZBBX,0.966815476,-0.014656406,0.104461941,0.919732886,,,,,,,
TIMM17A,0.931731197,-0.030709363,0.10401668,0.920073609,,,,,,,
ALDH1L2,0.974994135,-0.010997997,-0.104000088,0.920086305,,,,,,,
ARL6IP5,0.962455042,-0.016619548,-0.103880986,0.920177449,,,,,,,
NRF1,0.977488602,-0.009888298,0.103844911,0.920205055,,,,,,,
RNF185,0.954929839,-0.020028536,-0.103834521,0.920213006,,,,,,,
EMC7,0.978447127,-0.009462638,-0.103721672,0.920299365,,,,,,,
THOC2,1.008869215,0.00383487,-0.10362462,0.920373636,,,,,,,
ST3GAL1,0.929748672,-0.031634433,0.103567401,0.920417425,,,,,,,
FILIP1,0.948010562,-0.023186824,-0.103355027,0.920579952,,,,,,,
ISG15,0.840354964,-0.07553723,0.103207397,0.920692935,,,,,,,
LAGE3,0.957105488,-0.019040194,-0.103052358,0.920811589,,,,,,,
DYRK1A,0.975226825,-0.010894361,-0.102839672,0.920974366,,,,,,,
MRPS11,0.996955875,-0.001324063,0.102666071,0.921107232,,,,,,,
MUC15,0.894962841,-0.048194996,-0.102353454,0.921346502,,,,,,,
NIPBL,0.979691606,-0.008910613,-0.102269294,0.921410918,,,,,,,
CCDC9B,0.948610036,-0.022912285,-0.102225838,0.921444179,,,,,,,
PPME1,1.074533064,0.031219784,0.102094243,0.921544903,,,,,,,
HLA-DPA1,0.941446941,-0.026204151,-0.101953747,0.921652441,,,,,,,
UBA1,1.033825422,0.014447207,-0.101842799,0.921737364,,,,,,,
NDUFA13,0.998119741,-0.000817355,0.101715886,0.921834509,,,,,,,
THRAP3,0.944250302,-0.024912868,0.101606977,0.921917874,,,,,,,
SNX4,0.996221044,-0.001644288,0.101414192,0.922065444,,,,,,,
MRRF,1.022225936,0.009546896,0.101233644,0.92220365,,,,,,,
SLC35D1,0.951348825,-0.021660214,0.101133343,0.92228043,,,,,,,
EIF3J,1.00898393,0.003884249,-0.10111544,0.922294135,,,,,,,
SMAD3,0.962223187,-0.016724182,-0.10110353,0.922303252,,,,,,,
LPCAT1,0.980098331,-0.00873035,-0.101074492,0.922325481,,,,,,,
NCKAP1L,1.032199708,0.013763732,0.100723467,0.922594197,,,,,,,
SLC25A3,0.952896051,-0.020954473,-0.100565966,0.92271477,,,,,,,
MRTFA,0.973804447,-0.011528246,-0.100534149,0.922739129,,,,,,,
PHF1,1.000765111,0.000332156,-0.100506561,0.922760248,,,,,,,
ME3,1.029907863,0.012798374,-0.100056897,0.923104499,,,,,,,
SARS2,0.922739783,-0.034920755,-0.100014851,0.92313669,,,,,,,
CSF1R,0.999433067,-0.000246286,-0.099947348,0.92318837,,,,,,,
METTL17,0.971814558,-0.0124166,0.099827481,0.923280141,,,,,,,
IGHV3-7,0.995199073,-0.002090037,-0.099805032,0.923297328,,,,,,,
MYO1D,1.115898216,0.047624583,0.099735843,0.923350301,,,,,,,
POMGNT2,1.004694514,0.002034031,-0.099644544,0.923420201,,,,,,,
SEC61A1,0.984204251,-0.006914764,-0.099533608,0.923505138,,,,,,,
SCAPER,1.059245046,0.024996441,-0.099371868,0.923628974,,,,,,,
AGA,0.990625281,-0.004090593,0.099319296,0.923669226,,,,,,,
CCT6A,1.014037076,0.006053834,0.099312374,0.923674526,,,,,,,
CSDE1,0.962195552,-0.016736655,-0.099145223,0.923802508,,,,,,,
EMC8,0.997804916,-0.000954361,0.098938098,0.923961099,,,,,,,
MFGE8,0.960384844,-0.017554702,0.098858105,0.92402235,,,,,,,
ATP5PD,0.96108457,-0.017238395,0.098793448,0.924071858,,,,,,,
CHRD,0.948246585,-0.023078712,0.098723008,0.924125794,,,,,,,
WDR33,0.959831969,-0.017804789,-0.098667662,0.924168173,,,,,,,
DNAJB11,0.96413872,-0.015860476,0.098661276,0.924173063,,,,,,,
TRIM5,0.993618626,-0.002780276,0.098565672,0.924246269,,,,,,,
CRNKL1,0.983897913,-0.00704996,-0.098516741,0.924283737,,,,,,,
DCN,0.843846958,-0.073736311,-0.098511547,0.924287714,,,,,,,
LRCH1,1.068518947,0.028782228,0.098378843,0.924389329,,,,,,,
LSS,1.000940646,0.000408325,0.098298839,0.924450592,,,,,,,
NDUFV1,0.98421038,-0.006912059,0.098268754,0.924473629,,,,,,,
ZYX,0.909757118,-0.041074538,-0.09824069,0.924495119,,,,,,,
RGS3,0.99154519,-0.003687488,0.098089274,0.924611068,,,,,,,
KDELR3,0.998642329,-0.00059003,-0.097952963,0.924715451,,,,,,,
EIF4B,0.978100841,-0.009616368,0.097897352,0.924758036,,,,,,,
POLR3D,1.005396639,0.002337429,0.097814191,0.924821719,,,,,,,
DNAJB12,0.974920081,-0.011030984,-0.097507141,0.925056859,,,,,,,
HIGD1A,0.936447968,-0.028516349,-0.097307024,0.925210112,,,,,,,
JAK2,1.002738936,0.001187879,-0.097223861,0.925273802,,,,,,,
ANKRD46,1.061699328,0.026001543,0.097095685,0.925371964,,,,,,,
SLC39A14,0.966464477,-0.014814104,-0.09692983,0.925498985,,,,,,,
YIF1B,0.950916103,-0.021857798,-0.096856275,0.925555319,,,,,,,
MPDU1,0.942197766,-0.02585793,-0.09675077,0.925636122,,,,,,,
RASSF2,0.98115125,-0.008264039,0.096691909,0.925681203,,,,,,,
PUS7,1.017720214,0.007628401,0.096490492,0.925835466,,,,,,,
TMEM11,0.996680002,-0.001444255,0.096478964,0.925844296,,,,,,,
SGK1,1.044537815,0.018924167,0.096463293,0.925856298,,,,,,,
MRPL57,0.972482566,-0.012118176,0.096407291,0.92589919,,,,,,,
UBE2Q1,1.014888091,0.006418156,-0.096361513,0.925934252,,,,,,,
TIMM8B,0.914751511,-0.038696864,0.09603747,0.926182444,,,,,,,
TWF2,0.973082936,-0.011850143,0.096035417,0.926184017,,,,,,,
SET,0.919921323,-0.036249314,-0.096014713,0.926199875,,,,,,,
NAAA,0.938247903,-0.027682397,-0.095968999,0.926234889,,,,,,,
LARS2,0.969073002,-0.013643505,-0.09583587,0.926336859,,,,,,,
PDPK1,1.05958613,0.025136265,0.095660003,0.926471567,,,,,,,
SH3GLB2,1.025008357,0.010727406,0.095501558,0.926592932,,,,,,,
VPS13A,1.003220064,0.001396209,0.095322092,0.926730401,,,,,,,
PABPC4,0.944885875,-0.024620643,-0.095227492,0.926802865,,,,,,,
ATPAF1,0.90383844,-0.043909192,-0.09521959,0.926808918,,,,,,,
RGS6,0.986684969,-0.005821488,-0.094595007,0.927287369,,,,,,,
MEF2D,0.915399791,-0.038389191,-0.094561775,0.927312826,,,,,,,
TMPRSS13,1.168668429,0.067691312,0.094545123,0.927325582,,,,,,,
PCDHGB4,0.996262809,-0.001626082,0.094434655,0.927410209,,,,,,,
FN3KRP,1.060269576,0.0254163,0.094386776,0.927446887,,,,,,,
MTHFR,0.952267252,-0.02124115,-0.094344766,0.92747907,,,,,,,
SDHA,0.960779291,-0.017376366,0.094250824,0.927551038,,,,,,,
ADSS1,0.981071714,-0.008299245,0.094081816,0.927680514,,,,,,,
ACO2,0.922682113,-0.034947898,-0.094058934,0.927698044,,,,,,,
CALCOCO2,0.991869405,-0.003545506,0.093981816,0.927757124,,,,,,,
TBRG4,1.019686079,0.00846649,0.093978963,0.92775931,,,,,,,
MTRES1,0.95606236,-0.019513779,0.093895565,0.927823202,,,,,,,
ISOC2,0.992768753,-0.003151901,-0.093832521,0.927871501,,,,,,,
NDUFA10,0.991441553,-0.003732883,0.09379642,0.927899159,,,,,,,
IGF2,0.940219532,-0.026770731,-0.093772752,0.927917292,,,,,,,
EML1,0.952970443,-0.020920569,0.0937654,0.927922924,,,,,,,
SRXN1,1.031600646,0.013511606,0.093740824,0.927941753,,,,,,,
UNC5B,1.047906126,0.020322379,-0.093255719,0.928313415,,,,,,,
IRF8,1.008426416,0.003644214,-0.093098756,0.928433676,,,,,,,
GSPT2,0.98070263,-0.00846266,-0.092414313,0.928958103,,,,,,,
EIF4A2,0.967320049,-0.014429811,-0.092383412,0.92898178,,,,,,,
CYC1,0.985104089,-0.006517878,0.092315802,0.929033586,,,,,,,
TMEM256,0.945674906,-0.024258135,0.092020327,0.929259996,,,,,,,
CCDC183,0.965517241,-0.015239967,0.091947832,0.929315546,,,,,,,
RCC2,0.982583556,-0.007630508,0.091849236,0.929391098,,,,,,,
RETREG3,0.972618855,-0.012057315,-0.091837494,0.929400096,,,,,,,
MRPS31,0.97788328,-0.009712979,0.091744084,0.929471675,,,,,,,
KDM4B,1.09475131,0.039315474,0.091487727,0.929668121,,,,,,,
SCAF4,0.995521045,-0.001949555,-0.091469435,0.929682138,,,,,,,
UCK1,1.006081712,0.002633255,0.091398681,0.929736358,,,,,,,
CCDC134,0.991428183,-0.00373874,0.091334536,0.929785514,,,,,,,
SLC25A5,0.981650631,-0.00804305,0.091183563,0.929901209,,,,,,,
CEP68,0.944731306,-0.024691693,-0.091106928,0.929959937,,,,,,,
ARL3,1.013273352,0.005726621,0.09088871,0.930127169,,,,,,,
CSK,0.981250508,-0.008220105,-0.09023439,0.93062863,,,,,,,
CPN1,0.982571093,-0.007636017,-0.090038915,0.930778446,,,,,,,
CORO1C,0.9995024,-0.000216159,-0.089615778,0.931102756,,,,,,,
DCAF11,0.970803153,-0.012868822,0.089435903,0.931240624,,,,,,,
FIS1,0.969975328,-0.013239312,0.089424595,0.931249292,,,,,,,
CCDC51,0.979343394,-0.009065002,-0.089348079,0.931307939,,,,,,,
TUBGCP6,1.128700933,0.052578884,0.0893199,0.931329538,,,,,,,
TSC1,1.003793566,0.001644408,-0.08915474,0.931456131,,,,,,,
UBXN2B,0.98724778,-0.005573834,-0.088745608,0.931769736,,,,,,,
BNIP3,0.996012822,-0.001735071,0.088613903,0.931870692,,,,,,,
FGFR1OP2,1.059543422,0.02511876,0.088578513,0.93189782,,,,,,,
TOX4,1.025836462,0.011078132,0.088533823,0.931932076,,,,,,,
PRPF3,0.990258933,-0.004251231,-0.088478678,0.931974347,,,,,,,
RFX7,0.925161847,-0.033782285,0.088421475,0.932018196,,,,,,,
MRGBP,1.0520079,0.022019001,-0.088283422,0.932124022,,,,,,,
NDUFB11,0.961650008,-0.01698296,-0.088227072,0.932167218,,,,,,,
KYAT3,0.928214804,-0.032351509,0.088156185,0.932221558,,,,,,,
ACSL4,1.007696512,0.003329755,-0.088150595,0.932225843,,,,,,,
PPFIA1,1.018332146,0.007889453,0.088114268,0.93225369,,,,,,,
DPYD,0.952876664,-0.020963309,0.088099983,0.932264641,,,,,,,
KRT1,1.047359581,0.02009581,0.088008908,0.932334457,,,,,,,
ACOT11,0.944676951,-0.024716681,-0.087943946,0.932384256,,,,,,,
MINDY3,1.005593582,0.002422493,-0.087707602,0.932565437,,,,,,,
CTTNBP2,1.009685854,0.004186272,-0.087653018,0.932607282,,,,,,,
UBR7,0.961645058,-0.016985196,-0.087625156,0.932628641,,,,,,,
KRT8,1.02406674,0.010328261,0.087540186,0.932693781,,,,,,,
TPT1,1.001834362,0.000795923,0.087306593,0.93287286,,,,,,,
CMSS1,1.074649224,0.031266729,0.087254822,0.932912549,,,,,,,
MRM3,1.041741295,0.01775988,0.087147743,0.932994641,,,,,,,
NME9,1.009566327,0.004134857,-0.087135263,0.933004209,,,,,,,
TSC22D2,0.97205364,-0.012309769,-0.087082125,0.933044947,,,,,,,
MICA,0.956039973,-0.019523949,-0.087054615,0.933066038,,,,,,,
PPIF,0.971563024,-0.012529022,-0.086956213,0.93314148,,,,,,,
TAB2,0.935109724,-0.029137427,0.086655184,0.933372271,,,,,,,
MTFP1,0.908515543,-0.041667638,-0.086492215,0.933497218,,,,,,,
CPED1,1.03826701,0.016309055,-0.086375386,0.933586791,,,,,,,
FBLN1,0.867034128,-0.061963807,0.086345026,0.933610069,,,,,,,
MT-ND4,0.928480794,-0.032227076,-0.086253029,0.933680605,,,,,,,
EIF2AK1,0.96840473,-0.013943098,-0.08599163,0.933881027,,,,,,,
TMPPE,0.963423417,-0.016182802,-0.085984383,0.933886583,,,,,,,
NME2,0.990143472,-0.004301872,0.085969288,0.933898157,,,,,,,
UBE2J1,1.055033778,0.023266364,-0.085664534,0.934131828,,,,,,,
NDUFB5,0.952621513,-0.021079615,-0.085602189,0.934179631,,,,,,,
RIN3,0.978380056,-0.009492409,0.085523808,0.934239732,,,,,,,
VAMP3,0.953435216,-0.020708811,-0.085390116,0.934342244,,,,,,,
KLHL26,1.031416716,0.013434166,0.085380701,0.934349463,,,,,,,
CD320,1.055752589,0.023562155,0.085313242,0.934401189,,,,,,,
WNT5A,1.005122951,0.00221919,-0.085136218,0.934536931,,,,,,,
APLP1,1.137444231,0.055930112,0.084956353,0.934674853,,,,,,,
MRPS17,0.94523903,-0.024458354,0.084759965,0.934825448,,,,,,,
MMS19,1.025037223,0.010739637,-0.084577903,0.93496506,,,,,,,
SWT1,1.028663893,0.012273496,-0.084345191,0.935143515,,,,,,,
IFT20,0.938497674,-0.0275668,0.084322108,0.935161217,,,,,,,
PTBP2,1.005057385,0.002190859,0.084225199,0.935235533,,,,,,,
SMC3,0.953144202,-0.020841389,-0.083990463,0.935415547,,,,,,,
MT-ND1,0.948765265,-0.022841223,-0.08398839,0.935417136,,,,,,,
INTS14,1.013574661,0.005855745,0.083897074,0.935487166,,,,,,,
CDK19,1.043377675,0.01844154,-0.083805642,0.935557285,,,,,,,
RSF1,0.991995731,-0.003490197,0.083759064,0.935593006,,,,,,,
KANK3,0.972868579,-0.011945823,0.083753975,0.935596908,,,,,,,
NHEJ1,0.891517704,-0.049870028,-0.083722214,0.935621266,,,,,,,
NME6,0.984725135,-0.006684977,0.083714258,0.935627368,,,,,,,
GLMP,0.977807491,-0.00974664,0.083680703,0.935653101,,,,,,,
KRT18,1.000455967,0.000197979,0.083610904,0.935706631,,,,,,,
NACC1,0.978935274,-0.009246022,0.083508396,0.935785246,,,,,,,
APLNR,1.078273078,0.032728762,-0.083323033,0.935927406,,,,,,,
DNASE1L1,0.989766204,-0.00446738,0.083231283,0.935997773,,,,,,,
WASHC3,0.954474522,-0.02023566,-0.083209299,0.936014633,,,,,,,
ARHGAP29,0.980835108,-0.008403997,-0.083204424,0.936018372,,,,,,,
SUCLA2,0.990191163,-0.004280954,0.083021556,0.936158623,,,,,,,
TBC1D10A,0.979299584,-0.00908443,-0.083007259,0.936169588,,,,,,,
CCDC115,1.060894261,0.0256721,0.082645227,0.936447257,,,,,,,
AARS1,1.084219144,0.035117071,0.082643647,0.936448468,,,,,,,
IGKV3-11,0.935188469,-0.029100857,-0.082554536,0.936516816,,,,,,,
EFNA1,1.109754443,0.045226892,0.082213337,0.936778517,,,,,,,
SLC25A13,0.996746156,-0.001415431,0.082041806,0.936910085,,,,,,,
SCAF1,1.013170148,0.005682385,0.081876616,0.937036792,,,,,,,
ENPP2,0.936493535,-0.028495217,-0.081542935,0.937292742,,,,,,,
NDUFS7,0.980317873,-0.008633079,0.081298818,0.937479998,,,,,,,
IDH3G,0.977387416,-0.009933257,0.081122365,0.937615352,,,,,,,
AK5,1.089265537,0.037133763,-0.081110796,0.937624227,,,,,,,
PKN1,1.071701226,0.030073727,0.08108119,0.937646938,,,,,,,
TTR,0.909947841,-0.040983501,-0.081057931,0.93766478,,,,,,,
CDK4,0.982493431,-0.007670345,0.081042143,0.937676891,,,,,,,
DOCK1,0.991483532,-0.003714495,-0.080955456,0.937743388,,,,,,,
ROMO1,0.973897684,-0.011486667,0.080946703,0.937750103,,,,,,,
ATP5PF,0.957177842,-0.019007363,0.080944879,0.937751502,,,,,,,
PHLPP1,1.113633975,0.046742472,0.080802712,0.93786056,,,,,,,
NUP155,0.982782857,-0.007542428,0.080780915,0.937877281,,,,,,,
HSDL1,0.984684088,-0.00670308,-0.08066149,0.937968894,,,,,,,
PDE2A,1.012711895,0.005485911,0.080507742,0.938086839,,,,,,,
RAB12,1.011833283,0.005108961,0.080330052,0.938223153,,,,,,,
SSH3,0.966909975,-0.01461396,0.080226701,0.938302439,,,,,,,
ASTN2,0.975577116,-0.010738395,-0.080024985,0.938457189,,,,,,,
MITF,0.961906109,-0.016867317,-0.079797036,0.938632067,,,,,,,
PSMD9,1.036041917,0.015377327,-0.079706366,0.938701628,,,,,,,
GDAP1L1,1.139445629,0.056693607,0.079654027,0.938741782,,,,,,,
LRRC32,0.958837772,-0.018254866,0.079479483,0.938875693,,,,,,,
RPA3,0.969258901,-0.013560202,0.079343605,0.938979941,,,,,,,
GRAMD2B,1.013061029,0.005635609,-0.079167587,0.939114986,,,,,,,
RAB24,0.997001756,-0.001304077,0.079083674,0.939179367,,,,,,,
COL3A1,0.895419477,-0.047973463,0.079066051,0.939192888,,,,,,,
CKB,1.068852987,0.028917975,-0.079026228,0.939223442,,,,,,,
GPM6A,1.002635615,0.001143127,-0.078944217,0.939286364,,,,,,,
SUPT5H,0.962457866,-0.016618274,-0.078882727,0.939333543,,,,,,,
RNF40,0.966924373,-0.014607493,0.078813343,0.939386778,,,,,,,
ITGA7,0.994543771,-0.002376098,0.078769161,0.939420676,,,,,,,
SLC4A4,1.043372328,0.018439314,-0.078364087,0.939731479,,,,,,,
GIMAP7,0.950638894,-0.021984421,-0.078356207,0.939737525,,,,,,,
SDC2,0.935925851,-0.028758557,0.078131998,0.939909559,,,,,,,
MT-ND5,1.019063829,0.008201387,0.078007419,0.94000515,,,,,,,
GANAB,0.945405012,-0.0243821,-0.077863625,0.940115485,,,,,,,
PSMA4,1.003681804,0.001596051,0.077850005,0.940125936,,,,,,,
MRPS35,0.956371171,-0.019373524,-0.077625322,0.940298342,,,,,,,
COMMD3,0.970843883,-0.012850601,-0.077479101,0.940410544,,,,,,,
KLHL9,0.949673677,-0.0224256,-0.077392403,0.940477071,,,,,,,
USP24,0.989885153,-0.004415189,-0.077076366,0.940719587,,,,,,,
MAPK8IP3,1.076559947,0.032038218,0.077063828,0.940729208,,,,,,,
ATP5MK,0.952646533,-0.021068209,-0.076847881,0.940894922,,,,,,,
INSR,1.001306999,0.000567252,-0.076683499,0.941021068,,,,,,,
NDUFA1,1.015680621,0.006757166,0.076648284,0.941048092,,,,,,,
