,FC_ad_adnc,LOG10 FC,t_ad_adnc,p_ad_adnc,,,,,,,,,,,,,,,
PPME1,1.051922156,0.021983603,0.575243097,0.575754516,,,,,,,,,,,,,,,
HLA-DPA1,0.915623636,-0.038283005,-0.252062474,0.805258122,,,,,,,,,,,,,,,
UBA1,0.973126352,-0.011830767,-0.211448947,0.836085491,,,,,,,,,,,,,,,
NDUFA13,1.155696401,0.062843761,0.073694482,0.942467668,,,,,,,,,,,,,,,
THRAP3,1.040265403,0.017144155,-0.035942548,0.971919152,,,,,,,,,,,,,,,
SNX4,1.062170971,0.026194428,0.801863644,0.438223095,,,,,,,,,,,,,,,
MRRF,1.024147239,0.010362399,-0.349183139,0.733002578,,,,,,,,,,,,,,,
SLC35D1,1.073686297,0.03087741,-0.203854206,0.841883638,,,,,,,,,,,,,,,
EIF3J,1.019560222,0.008412883,0.432261002,0.67321747,,,,,,,,,,,,,,,
SMAD3,0.895483039,-0.047942635,-1.042482746,0.317735584,,,,,,,,,,,,,,,
LPCAT1,1.019399368,0.00834436,-0.291252031,0.775831622,,,,,,,,,,,,,,,
NCKAP1L,1.00713647,0.003088323,0.222732238,0.827489989,,,,,,,,,,,,,,,
SLC25A3,1.027869521,0.011937988,-0.328755829,0.748006541,,,,,,,,,,,,,,,
MRTFA,0.992666232,-0.003196751,-0.01525823,0.988076918,,,,,,,,,,,,,,,
PHF1,0.83772688,-0.076897549,-1.307494899,0.215541382,,,,,,,,,,,,,,,
ME3,1.022304153,0.009580125,-0.167911353,0.869449685,,,,,,,,,,,,,,,
SARS2,0.942764253,-0.025596893,-0.935882437,0.367786345,,,,,,,,,,,,,,,
CSF1R,0.882839518,-0.054118235,-0.778897061,0.451127483,,,,,,,,,,,,,,,
METTL17,1.034474418,0.014719755,-0.424423503,0.678766847,,,,,,,,,,,,,,,
IGHV3-7,0.851533762,-0.069798128,-0.241644244,0.81313576,,,,,,,,,,,,,,,
MYO1D,1.102922926,0.042545164,0.652139689,0.52660559,,,,,,,,,,,,,,,
POMGNT2,1.050513597,0.021401678,-0.17261991,0.865827435,,,,,,,,,,,,,,,
SEC61A1,1.036942099,0.015754507,-0.289691038,0.776997156,,,,,,,,,,,,,,,
SCAPER,0.946564617,-0.023849733,-1.41733279,0.181823651,,,,,,,,,,,,,,,
AGA,1.132629057,0.054087699,-0.026692734,0.979143576,,,,,,,,,,,,,,,
CCT6A,0.980107175,-0.008726431,-0.408334031,0.690220603,,,,,,,,,,,,,,,
CSDE1,0.98370409,-0.007135523,-0.412210465,0.687453579,,,,,,,,,,,,,,,
EMC8,1.033392898,0.014265472,-0.379698797,0.710803362,,,,,,,,,,,,,,,
MFGE8,1.234639433,0.091540144,0.516510847,0.614883216,,,,,,,,,,,,,,,
ATP5PD,1.037997796,0.016196431,-0.2660237,0.794736538,,,,,,,,,,,,,,,
CHRD,0.91650641,-0.037864493,-0.470341633,0.646544259,,,,,,,,,,,,,,,
WDR33,0.988063086,-0.005215326,-0.610489599,0.552924442,,,,,,,,,,,,,,,
DNAJB11,0.952050254,-0.021340127,-0.615883517,0.549475282,,,,,,,,,,,,,,,
TRIM5,1.028342987,0.012137991,-0.151347761,0.882215954,,,,,,,,,,,,,,,
CRNKL1,0.968131929,-0.014065457,-1.140767515,0.276222526,,,,,,,,,,,,,,,
DCN,0.924158125,-0.034253714,-0.327156388,0.749185997,,,,,,,,,,,,,,,
LRCH1,1.045445388,0.019301351,0.217669828,0.831343671,,,,,,,,,,,,,,,
LSS,1.04326987,0.018396665,0.686925437,0.505188414,,,,,,,,,,,,,,,
NDUFV1,1.126011988,0.051543014,0.030082798,0.976495559,,,,,,,,,,,,,,,
ZYX,0.980344962,-0.008621079,0.122792966,0.904303616,,,,,,,,,,,,,,,
RGS3,0.975993126,-0.010553241,0.210123122,0.837096968,,,,,,,,,,,,,,,
KDELR3,0.974865925,-0.01105511,-0.662259996,0.520320998,,,,,,,,,,,,,,,
EIF4B,0.958815857,-0.018264792,-1.408471222,0.18437053,,,,,,,,,,,,,,,
POLR3D,1.002939233,0.00127462,-0.433844479,0.672098704,,,,,,,,,,,,,,,
DNAJB12,1.177369587,0.070912813,0.545765324,0.595227517,,,,,,,,,,,,,,,
HIGD1A,0.997412888,-0.001125025,-0.305251887,0.765404267,,,,,,,,,,,,,,,
JAK2,0.891955373,-0.049656874,-0.970432609,0.35098525,,,,,,,,,,,,,,,
ANKRD46,1.045187326,0.019194135,-0.149847528,0.883374014,,,,,,,,,,,,,,,
SLC39A14,1.032652554,0.013954224,-0.433064929,0.672649373,,,,,,,,,,,,,,,
YIF1B,1.01568074,0.006757217,-0.484347434,0.636859061,,,,,,,,,,,,,,,
MPDU1,0.9926845,-0.003188759,-0.564518616,0.582799738,,,,,,,,,,,,,,,
RASSF2,0.893797217,-0.048761002,-0.410765372,0.688484546,,,,,,,,,,,,,,,
PUS7,0.972692989,-0.012024214,-0.570553828,0.578829444,,,,,,,,,,,,,,,
TMEM11,1.027854174,0.011931504,-0.056347473,0.955992348,,,,,,,,,,,,,,,
SGK1,1.082586126,0.034462457,0.222351542,0.827779627,,,,,,,,,,,,,,,
MRPL57,1.023485032,0.010081496,-0.172879231,0.865628033,,,,,,,,,,,,,,,
UBE2Q1,0.992749119,-0.00316049,-0.274308902,0.788512301,,,,,,,,,,,,,,,
TIMM8B,0.928045778,-0.0324306,-0.500292197,0.625917795,,,,,,,,,,,,,,,
TWF2,0.960888659,-0.017326932,-0.247072154,0.809028777,,,,,,,,,,,,,,,
SET,0.887772679,-0.051698224,-1.106175354,0.290333884,,,,,,,,,,,,,,,
NAAA,1.003958268,0.001715661,-0.870080247,0.401326403,,,,,,,,,,,,,,,
LARS2,1.034438428,0.014704645,-0.382607453,0.708701401,,,,,,,,,,,,,,,
PDPK1,1.054870696,0.023199228,0.494021272,0.630210002,,,,,,,,,,,,,,,
SH3GLB2,1.080843994,0.033763014,0.543237187,0.596913315,,,,,,,,,,,,,,,
VPS13A,1.02351184,0.010092871,-0.188487689,0.853644396,,,,,,,,,,,,,,,
PABPC4,0.883281523,-0.053900854,-1.259278231,0.231873853,,,,,,,,,,,,,,,
ATPAF1,0.976308969,-0.010412721,-0.415591378,0.685044111,,,,,,,,,,,,,,,
RGS6,1.178988126,0.071509431,0.391993824,0.701935419,,,,,,,,,,,,,,,
MEF2D,0.938563266,-0.027536448,-0.749224662,0.468155109,,,,,,,,,,,,,,,
TMPRSS13,0.997716412,-0.000992884,0.186072535,0.855496258,,,,,,,,,,,,,,,
PCDHGB4,0.87275882,-0.059105753,-0.917387904,0.377008949,,,,,,,,,,,,,,,
FN3KRP,1.129940227,0.05305547,0.7837985,0.448353248,,,,,,,,,,,,,,,
MTHFR,0.939126011,-0.027276131,-0.715504162,0.487986501,,,,,,,,,,,,,,,
SDHA,1.024176538,0.010374823,-0.431166874,0.673990977,,,,,,,,,,,,,,,
ADSS1,1.091693042,0.038100542,0.623397223,0.544690649,,,,,,,,,,,,,,,
ACO2,1.050685691,0.021472818,-0.246583022,0.809398633,,,,,,,,,,,,,,,
CALCOCO2,0.981691768,-0.008024851,-0.531298902,0.604906911,,,,,,,,,,,,,,,
TBRG4,1.054662205,0.023113383,-0.17174131,0.866503095,,,,,,,,,,,,,,,
MTRES1,1.022014867,0.009457213,-0.204043595,0.841738931,,,,,,,,,,,,,,,
ISOC2,1.130625317,0.053318706,0.051822512,0.95952279,,,,,,,,,,,,,,,
NDUFA10,1.150791222,0.060996541,0.052367888,0.95909723,,,,,,,,,,,,,,,
IGF2,0.773671871,-0.111443193,-0.577445544,0.574313301,,,,,,,,,,,,,,,
EML1,0.964115191,-0.015871074,-0.785979005,0.447122595,,,,,,,,,,,,,,,
SRXN1,1.009305295,0.004022552,-0.124474246,0.903000602,,,,,,,,,,,,,,,
UNC5B,1.006886298,0.002980431,-0.236266845,0.817210256,,,,,,,,,,,,,,,
IRF8,0.874696356,-0.058142683,-1.088561527,0.297726603,,,,,,,,,,,,,,,
GSPT2,0.978160426,-0.009589912,-0.769260689,0.456613598,,,,,,,,,,,,,,,
EIF4A2,0.960235469,-0.017622256,-0.689720877,0.503490009,,,,,,,,,,,,,,,
CYC1,1.084671844,0.035298367,-0.102397706,0.920132238,,,,,,,,,,,,,,,
TMEM256,0.977448693,-0.00990603,-0.223862326,0.826630363,,,,,,,,,,,,,,,
CCDC183,1.016335487,0.00703709,-0.031521983,0.975371482,,,,,,,,,,,,,,,
RCC2,0.950008039,-0.02227272,-0.425793531,0.677795361,,,,,,,,,,,,,,,
RETREG3,0.965969701,-0.015036496,-0.579351166,0.573067877,,,,,,,,,,,,,,,
MRPS31,1.059664884,0.025168543,-0.069667391,0.945605901,,,,,,,,,,,,,,,
KDM4B,0.865733209,-0.062615923,-0.697831278,0.498581744,,,,,,,,,,,,,,,
SCAF4,0.934961604,-0.029206224,-0.864179957,0.404432493,,,,,,,,,,,,,,,
UCK1,1.064018809,0.026949305,0.471207383,0.645943591,,,,,,,,,,,,,,,
CCDC134,0.973300169,-0.011753201,-0.966785532,0.352732459,,,,,,,,,,,,,,,
SLC25A5,1.062640534,0.026386378,0.031620511,0.975294529,,,,,,,,,,,,,,,
CEP68,0.983230679,-0.007344579,-0.362988523,0.722926851,,,,,,,,,,,,,,,
ARL3,1.043132327,0.018339404,0.321805868,0.753136369,,,,,,,,,,,,,,,
CSK,0.974585803,-0.011179919,-0.11185914,0.912784403,,,,,,,,,,,,,,,
CPN1,0.950502663,-0.022046662,-0.096495584,0.924719828,,,,,,,,,,,,,,,
CORO1C,1.044366767,0.018853044,0.817356364,0.42965471,,,,,,,,,,,,,,,
DCAF11,1.00538508,0.002332436,-0.096449953,0.924755308,,,,,,,,,,,,,,,
FIS1,1.02630958,0.011278383,-0.300244086,0.769128782,,,,,,,,,,,,,,,
CCDC51,0.984343213,-0.006853449,-0.844584376,0.414864315,,,,,,,,,,,,,,,
TUBGCP6,1.100860308,0.041732213,0.738489321,0.474413523,,,,,,,,,,,,,,,
TSC1,0.998458471,-0.000669994,-0.124819317,0.902733204,,,,,,,,,,,,,,,
UBXN2B,0.959495192,-0.017957197,-0.305472044,0.765240667,,,,,,,,,,,,,,,
BNIP3,1.07559983,0.031650725,0.063577,0.950353819,,,,,,,,,,,,,,,
FGFR1OP2,1.168869905,0.067766177,0.94655451,0.362537238,,,,,,,,,,,,,,,
TOX4,1.051584681,0.021844251,0.182322467,0.858373466,,,,,,,,,,,,,,,
PRPF3,1.048772126,0.020681136,0.174335389,0.864508518,,,,,,,,,,,,,,,
RFX7,0.985618425,-0.006291186,-0.276005996,0.787239226,,,,,,,,,,,,,,,
MRGBP,0.938596491,-0.027521074,-0.875594145,0.398438371,,,,,,,,,,,,,,,
NDUFB11,1.113532409,0.046702862,-0.058011583,0.954694225,,,,,,,,,,,,,,,
KYAT3,0.803649573,-0.094933281,-0.776220468,0.452647067,,,,,,,,,,,,,,,
ACSL4,1.055238782,0.023350744,0.908767675,0.381362161,,,,,,,,,,,,,,,
PPFIA1,1.03976316,0.016934426,0.688686797,0.504117881,,,,,,,,,,,,,,,
DPYD,0.979441594,-0.009021457,0.13834185,0.892264636,,,,,,,,,,,,,,,
KRT1,0.903085468,-0.044271146,-0.188050499,0.853979552,,,,,,,,,,,,,,,
ACOT11,0.953093893,-0.020864313,-0.528034749,0.607101919,,,,,,,,,,,,,,,
MINDY3,0.934464087,-0.029437385,-0.218033999,0.831066298,,,,,,,,,,,,,,,
CTTNBP2,0.974358974,-0.01128101,-0.504907694,0.622767771,,,,,,,,,,,,,,,
UBR7,0.967118832,-0.01452016,-0.853026311,0.410348336,,,,,,,,,,,,,,,
KRT8,1.09893126,0.040970528,-0.393518216,0.700839086,,,,,,,,,,,,,,,
TPT1,1.059765491,0.025209774,0.830117607,0.422680059,,,,,,,,,,,,,,,
CMSS1,1.180134782,0.071931611,0.628019737,0.541758736,,,,,,,,,,,,,,,
MRM3,1.023481089,0.010079823,-0.325960281,0.750068462,,,,,,,,,,,,,,,
NME9,1.187589233,0.074666251,0.793647034,0.442812096,,,,,,,,,,,,,,,
TSC22D2,0.91895535,-0.03670559,-0.367607753,0.719567513,,,,,,,,,,,,,,,
MICA,0.980240964,-0.008667152,0.019344204,0.984884442,,,,,,,,,,,,,,,
PPIF,1.054616397,0.02309452,-0.276502881,0.786866609,,,,,,,,,,,,,,,
TAB2,0.888699198,-0.051245212,-0.299202152,0.769904473,,,,,,,,,,,,,,,
MTFP1,0.955428977,-0.019801591,-0.411327231,0.688083623,,,,,,,,,,,,,,,
CPED1,0.916011543,-0.038099053,-1.101376086,0.292334253,,,,,,,,,,,,,,,
FBLN1,0.941827882,-0.026028457,-0.11213407,0.912571012,,,,,,,,,,,,,,,
MT-ND4,1.051754359,0.021914321,-0.071718714,0.944007223,,,,,,,,,,,,,,,
EIF2AK1,0.924252318,-0.034209451,-0.363844983,0.722303532,,,,,,,,,,,,,,,
TMPPE,1.013528175,0.005835826,-0.252661281,0.804806009,,,,,,,,,,,,,,,
NME2,1.022143077,0.009511691,-0.080495913,0.937169762,,,,,,,,,,,,,,,
UBE2J1,0.917177302,-0.037546702,-1.225936306,0.243737407,,,,,,,,,,,,,,,
NDUFB5,1.114082535,0.046917366,-0.071628915,0.944077201,,,,,,,,,,,,,,,
RIN3,0.958269776,-0.01851221,-0.018272151,0.985722041,,,,,,,,,,,,,,,
VAMP3,0.93653533,-0.028475835,-0.593263419,0.564019548,,,,,,,,,,,,,,,
KLHL26,1.03856808,0.016434971,0.562978193,0.583815408,,,,,,,,,,,,,,,
CD320,1.036899271,0.015736569,-0.350001635,0.732403733,,,,,,,,,,,,,,,
WNT5A,0.958144796,-0.018568855,-1.253104799,0.234034937,,,,,,,,,,,,,,,
APLP1,1.142701884,0.057932943,0.363736446,0.722382512,,,,,,,,,,,,,,,
MRPS17,1.085610932,0.035674208,0.213072571,0.834847238,,,,,,,,,,,,,,,
MMS19,1.070151401,0.029445225,0.229553136,0.822305112,,,,,,,,,,,,,,,
SWT1,0.982971844,-0.007458922,-0.094080806,0.926597608,,,,,,,,,,,,,,,
IFT20,0.916468923,-0.037882257,-0.970062114,0.351162461,,,,,,,,,,,,,,,
PTBP2,1.128587616,0.05253528,0.782510992,0.449080922,,,,,,,,,,,,,,,
SMC3,0.948783861,-0.022832711,-0.962336325,0.354872344,,,,,,,,,,,,,,,
MT-ND1,1.108774507,0.044843232,0.122000106,0.904918194,,,,,,,,,,,,,,,
INTS14,0.949416852,-0.022543064,-0.838883338,0.417932759,,,,,,,,,,,,,,,
CDK19,0.909648955,-0.041126175,-0.900407955,0.385616962,,,,,,,,,,,,,,,
RSF1,1.013950854,0.006016905,0.005754353,0.995503273,,,,,,,,,,,,,,,
KANK3,0.986249367,-0.006013262,-0.472561245,0.645004789,,,,,,,,,,,,,,,
NHEJ1,0.845974525,-0.072642715,-0.86514274,0.403924549,,,,,,,,,,,,,,,
NME6,1.052895712,0.022385357,-0.083950045,0.934480387,,,,,,,,,,,,,,,
GLMP,0.917122898,-0.037572463,-1.078330585,0.302085365,,,,,,,,,,,,,,,
KRT18,1.104306801,0.043089747,-0.424316161,0.678842989,,,,,,,,,,,,,,,
NACC1,0.95572075,-0.019668985,-0.289661103,0.777019512,,,,,,,,,,,,,,,
APLNR,1.05991306,0.025270243,0.578922106,0.573348164,,,,,,,,,,,,,,,
DNASE1L1,0.999864572,-5.88E-05,0.144930552,0.887171486,,,,,,,,,,,,,,,
WASHC3,0.970552139,-0.012981129,-0.589319669,0.566576605,,,,,,,,,,,,,,,
ARHGAP29,0.931181573,-0.030965627,-0.689864045,0.503403117,,,,,,,,,,,,,,,
SUCLA2,1.04534847,0.019261088,-0.221639339,0.828321549,,,,,,,,,,,,,,,
TBC1D10A,1.000297647,0.000129247,-0.275571493,0.787565107,,,,,,,,,,,,,,,
CCDC115,0.991831879,-0.003561937,-0.187882434,0.854108401,,,,,,,,,,,,,,,
AARS1,1.073528283,0.030813491,0.677319195,0.511050711,,,,,,,,,,,,,,,
IGKV3-11,0.895399401,-0.047983201,-0.254968296,0.803064849,,,,,,,,,,,,,,,
EFNA1,0.913758451,-0.039168594,-0.354455496,0.729148341,,,,,,,,,,,,,,,
SLC25A13,1.113076988,0.046525204,-0.064098413,0.949947258,,,,,,,,,,,,,,,
SCAF1,0.972957038,-0.011906336,-0.429338507,0.675284431,,,,,,,,,,,,,,,
ENPP2,1.009256115,0.004001389,-0.388654826,0.704339253,,,,,,,,,,,,,,,
NDUFS7,1.083678402,0.034900418,-0.073457728,0.942652138,,,,,,,,,,,,,,,
IDH3G,1.045624902,0.019375918,-0.26594524,0.794795553,,,,,,,,,,,,,,,
AK5,1.117752768,0.048345754,0.459093297,0.654372015,,,,,,,,,,,,,,,
PKN1,1.056036225,0.023678816,0.869134912,0.401822966,,,,,,,,,,,,,,,
TTR,1.049185319,0.020852205,-0.14230721,0.889198746,,,,,,,,,,,,,,,
CDK4,0.937659834,-0.027954687,-0.297374292,0.771265892,,,,,,,,,,,,,,,
DOCK1,0.978257715,-0.009546718,0.258476533,0.800419215,,,,,,,,,,,,,,,
ROMO1,0.986279257,-0.0060001,-0.577264525,0.574431682,,,,,,,,,,,,,,,
ATP5PF,1.023403562,0.010046924,-0.372910631,0.715718523,,,,,,,,,,,,,,,
PHLPP1,1.080210546,0.033508413,0.465224426,0.650099941,,,,,,,,,,,,,,,
NUP155,1.021133883,0.009082687,-0.35405858,0.729438229,,,,,,,,,,,,,,,
HSDL1,1.119567247,0.049050185,-0.071600942,0.944099,,,,,,,,,,,,,,,
PDE2A,1.093190332,0.038695782,0.807072653,0.43532989,,,,,,,,,,,,,,,
RAB12,1.040362523,0.017184699,0.643644851,0.531914414,,,,,,,,,,,,,,,
SSH3,0.939705595,-0.027008188,-0.681619844,0.508421249,,,,,,,,,,,,,,,
ASTN2,0.952944491,-0.020932396,-0.745994953,0.470032498,,,,,,,,,,,,,,,
MITF,0.969310773,-0.01353696,-0.513766847,0.616743335,,,,,,,,,,,,,,,
PSMD9,1.013611439,0.005871503,-0.491377704,0.632023666,,,,,,,,,,,,,,,
GDAP1L1,1.307150596,0.116325625,0.673763875,0.513230516,,,,,,,,,,,,,,,
LRRC32,1.028617536,0.012253924,0.495727712,0.629040603,,,,,,,,,,,,,,,
RPA3,1.000352145,0.000152908,-0.566024012,0.581808063,,,,,,,,,,,,,,,
GRAMD2B,1.105513267,0.043563959,0.088826367,0.930685144,,,,,,,,,,,,,,,
RAB24,1.055193471,0.023332095,-0.230038033,0.82193685,,,,,,,,,,,,,,,
COL3A1,0.897655304,-0.046890399,-0.519306812,0.612990741,,,,,,,,,,,,,,,
CKB,1.250877358,0.097214731,0.697016453,0.49907356,,,,,,,,,,,,,,,
GPM6A,1.558658656,0.192751016,0.703039097,0.495445261,,,,,,,,,,,,,,,
SUPT5H,0.969024854,-0.013665084,-1.131498045,0.279951201,,,,,,,,,,,,,,,
RNF40,0.950394079,-0.022096278,-0.91632422,0.377544232,,,,,,,,,,,,,,,
ITGA7,1.130053142,0.053098867,1.21326837,0.248369194,,,,,,,,,,,,,,,
SLC4A4,1.033993428,0.014517778,0.405509786,0.69223952,,,,,,,,,,,,,,,
GIMAP7,0.970501408,-0.01300383,-0.342844011,0.737646732,,,,,,,,,,,,,,,
SDC2,0.902784649,-0.044415834,-0.206695878,0.839713031,,,,,,,,,,,,,,,
MT-ND5,1.146983465,0.059557157,0.161675399,0.874251701,,,,,,,,,,,,,,,
GANAB,0.938635628,-0.027502965,-0.936282142,0.367588789,,,,,,,,,,,,,,,
PSMA4,0.956712192,-0.019218691,-0.111358288,0.913173165,,,,,,,,,,,,,,,
MRPS35,1.044992979,0.019113373,-0.119768123,0.90664864,,,,,,,,,,,,,,,
COMMD3,0.971144667,-0.01271607,-0.31639424,0.757139295,,,,,,,,,,,,,,,
KLHL9,0.884942085,-0.053085151,-1.050844751,0.314032216,,,,,,,,,,,,,,,
USP24,0.927003436,-0.032918656,-0.84158988,0.416474151,,,,,,,,,,,,,,,
MAPK8IP3,1.117297972,0.04816901,0.481826246,0.638597404,,,,,,,,,,,,,,,
ATP5MK,1.00438883,0.001901874,-0.371778117,0.716539856,,,,,,,,,,,,,,,
INSR,0.99346411,-0.002847818,-0.533277263,0.603578504,,,,,,,,,,,,,,,
NDUFA1,1.224708136,0.088032603,0.366037675,0.720708672,,,,,,,,,,,,,,,
MICU1,1.031052426,0.013280748,-0.394358247,0.700235242,,,,,,,,,,,,,,,
RNF2,0.966531502,-0.014783987,-0.826862953,0.424451745,,,,,,,,,,,,,,,
ZNF750,0.791847532,-0.101358432,-0.740974384,0.472960197,,,,,,,,,,,,,,,
TOMM7,1.017007943,0.007324345,-0.466496241,0.649215377,,,,,,,,,,,,,,,
RBMXL2,0.917170844,-0.037549759,-0.143989999,0.887898229,,,,,,,,,,,,,,,
RCC1L,1.013888496,0.005990195,-0.326390792,0.749750796,,,,,,,,,,,,,,,
NIBAN1,0.890506573,-0.050362871,-0.238249827,0.81570708,,,,,,,,,,,,,,,
YKT6,1.090662081,0.037690214,0.979764056,0.346543047,,,,,,,,,,,,,,,
IBA57,1.029269611,0.01252915,-0.363112502,0.722836608,,,,,,,,,,,,,,,
TBC1D9B,0.984181859,-0.006924644,-0.099912741,0.922063391,,,,,,,,,,,,,,,
SNTB2,0.986637288,-0.005842475,-0.639863464,0.534287398,,,,,,,,,,,,,,,
CDH6,1.007404123,0.003203724,0.520050561,0.612487817,,,,,,,,,,,,,,,
CDC42EP5,0.883745214,-0.053672925,-0.560169679,0.585669579,,,,,,,,,,,,,,,
ELMOD3,0.761488511,-0.118336644,-1.186695539,0.25831042,,,,,,,,,,,,,,,
ACTR6,1.067337697,0.028301848,-0.320010848,0.754463303,,,,,,,,,,,,,,,
XPNPEP3,1.04729675,0.020069756,-0.342344033,0.738013487,,,,,,,,,,,,,,,
PLOD2,0.999215036,-0.000341039,-0.596304624,0.562051979,,,,,,,,,,,,,,,
NIT2,0.9735261,-0.011652401,-0.005155135,0.995971526,,,,,,,,,,,,,,,
PIGT,0.997042025,-0.001286536,-0.080864905,0.936882427,,,,,,,,,,,,,,,
ISYNA1,0.88980794,-0.050703723,-1.012148655,0.331440738,,,,,,,,,,,,,,,
DST,1.067931047,0.028543212,0.51043012,0.619009004,,,,,,,,,,,,,,,
NMNAT3,1.037912404,0.016160702,-0.184447027,0.856743152,,,,,,,,,,,,,,,
CTNNA1,0.983722128,-0.007127559,-0.528230725,0.606970019,,,,,,,,,,,,,,,
FBLN7,0.834874738,-0.07837868,-0.684684371,0.50655246,,,,,,,,,,,,,,,
RDH13,1.036017923,0.015367269,-0.134055017,0.895581124,,,,,,,,,,,,,,,
RASA1,0.922384187,-0.035088151,-0.817150138,0.429768039,,,,,,,,,,,,,,,
SRM,0.95931481,-0.018038851,0.081277289,0.936561313,,,,,,,,,,,,,,,
DNAJC10,0.92712095,-0.032863605,-0.790563975,0.444541973,,,,,,,,,,,,,,,
FUT8,1.020507738,0.008816302,0.123220732,0.903972064,,,,,,,,,,,,,,,
MRPS5,1.126804473,0.051848562,0.328638186,0.74809327,,,,,,,,,,,,,,,
HDLBP,0.99403603,-0.002597874,-0.520523689,0.612167994,,,,,,,,,,,,,,,
PIN1,1.105883303,0.043709301,0.54277186,0.597223869,,,,,,,,,,,,,,,
SNX33,0.90861337,-0.041620877,-0.948410838,0.361629625,,,,,,,,,,,,,,,
RTRAF,0.993092551,-0.003010276,-0.830906756,0.42225122,,,,,,,,,,,,,,,
DDX6,1.0172385,0.007422789,0.322781044,0.752415834,,,,,,,,,,,,,,,
RANBP2,1.026325905,0.011285291,-0.297729886,0.771000978,,,,,,,,,,,,,,,
RAB6B,1.174013515,0.069673096,0.701379258,0.49644363,,,,,,,,,,,,,,,
PCP4L1,1.090921134,0.037793355,0.121812203,0.905063855,,,,,,,,,,,,,,,
OSBP,0.993096681,-0.00300847,0.18138291,0.859094668,,,,,,,,,,,,,,,
TMEM205,0.98051001,-0.008547968,-0.457427039,0.655535259,,,,,,,,,,,,,,,
PPHLN1,0.944381473,-0.024852542,-0.7270673,0.48112893,,,,,,,,,,,,,,,
SRP9,0.987093417,-0.005641744,-0.557728474,0.587283758,,,,,,,,,,,,,,,
NDUFA11,1.129167023,0.052758186,0.222539338,0.827636746,,,,,,,,,,,,,,,
NAV1,1.020919124,0.008991339,-0.382774454,0.708580793,,,,,,,,,,,,,,,
PTPN9,1.005115325,0.002215895,-0.113372665,0.911609748,,,,,,,,,,,,,,,
PSMA3,0.920164532,-0.036134511,-0.27509361,0.787923572,,,,,,,,,,,,,,,
LHFPL6,0.867437338,-0.061761888,-0.841058102,0.416760468,,,,,,,,,,,,,,,
MTPAP,1.009359185,0.00404574,-0.266357316,0.794485622,,,,,,,,,,,,,,,
SCAP,1.051512755,0.021814545,-0.171035278,0.867046127,,,,,,,,,,,,,,,
ZBTB8OS,0.973682969,-0.011582426,-0.983755259,0.344655433,,,,,,,,,,,,,,,
TVP23C,0.977957749,-0.009679908,-0.478273187,0.641051027,,,,,,,,,,,,,,,
RP2,1.004825669,0.002090721,-0.019149142,0.985036844,,,,,,,,,,,,,,,
ITGA3,1.017864693,0.00769005,0.095350937,0.92560987,,,,,,,,,,,,,,,
NHSL2,0.946466174,-0.023894903,-0.782048153,0.449342694,,,,,,,,,,,,,,,
CPT2,0.921798261,-0.035364115,-0.679808024,0.509528037,,,,,,,,,,,,,,,
SRGAP1,0.92785907,-0.032517983,-0.477096379,0.641864669,,,,,,,,,,,,,,,
AIMP1,1.006925661,0.002997409,-0.253383629,0.804260718,,,,,,,,,,,,,,,
PTPN12,0.972272062,-0.012212194,-0.288678569,0.77775343,,,,,,,,,,,,,,,
ISCA2,1.040503168,0.017243407,-0.322569503,0.752572116,,,,,,,,,,,,,,,
GPI,1.048698771,0.020650759,0.500775894,0.625587314,,,,,,,,,,,,,,,
GHITM,0.976813066,-0.01018854,-0.531703503,0.604635114,,,,,,,,,,,,,,,
NDUFS1,1.106638724,0.044005863,-0.102934298,0.919715303,,,,,,,,,,,,,,,
COX4I1,1.058723668,0.024782622,-0.174641247,0.864273409,,,,,,,,,,,,,,,
TGOLN2,1.005198823,0.002251971,-0.42995635,0.674847224,,,,,,,,,,,,,,,
SARDH,0.965712264,-0.015152253,-0.24836143,0.808054123,,,,,,,,,,,,,,,
SUCLG2,0.976921402,-0.010140376,-0.398055313,0.697580204,,,,,,,,,,,,,,,
ARHGAP6,0.971041366,-0.012762269,-0.789823099,0.444958319,,,,,,,,,,,,,,,
VPS11,0.97757258,-0.009850988,-0.286373174,0.779476357,,,,,,,,,,,,,,,
FXR2,1.002676425,0.001160804,-0.458612981,0.654707235,,,,,,,,,,,,,,,
DR1,0.930730023,-0.031176276,-1.009317873,0.332741425,,,,,,,,,,,,,,,
PICK1,1.022259992,0.009561364,0.36226516,0.723453466,,,,,,,,,,,,,,,
PDHA1,1.042403785,0.01803598,-0.301208681,0.768410901,,,,,,,,,,,,,,,
VPS33A,0.981174033,-0.008253954,-0.178919312,0.860986349,,,,,,,,,,,,,,,
EHD4,0.945475177,-0.024349869,-0.630471975,0.540206977,,,,,,,,,,,,,,,
C2CD6,0.899759973,-0.045873331,-0.373371634,0.715384296,,,,,,,,,,,,,,,
INO80,0.952092561,-0.021320828,-1.398606523,0.187240687,,,,,,,,,,,,,,,
MEIOSIN,0.998216276,-0.000775353,-0.135626402,0.894365187,,,,,,,,,,,,,,,
PSMC2,0.960490478,-0.017506936,-0.680836307,0.508899714,,,,,,,,,,,,,,,
TPD52,1.093720317,0.03890628,0.140381613,0.890687326,,,,,,,,,,,,,,,
TMEM141,0.852798739,-0.069153451,-0.834779143,0.420151061,,,,,,,,,,,,,,,
