gene,GO Focus function
PPP1R27,Metabolism (other)
PPP1R2B,Metabolism (other)
PPP1R2C,Metabolism (other)
PPP1R2P1,Metabolism (other)
PPP1R32,Metabolism (other)
PPP1R35,Metabolism (other)
PPP1R36,Metabolism (other)
PPP1R37,Metabolism (other)
PPP1R3A,Metabolism (other)
PPP1R3B,Metabolism (other)
PPP1R3C,Metabolism (other)
PPP1R3D,Metabolism (other)
PPP1R3E,Metabolism (other)
PPP1R3F,Metabolism (other)
PPP1R3G,Metabolism (other)
PPP1R42,Metabolism (other)
PPP1R7,Metabolism (other)
PPP1R8,Metabolism (other)
PPP1R9A,Metabolism (other)
PPP1R9B,Metabolism (other)
PPP2CA,Metabolism (other)
PPP2CB,Metabolism (other)
PPP2R1A,Metabolism (other)
PPP2R1B,Metabolism (other)
PPP2R2A,Metabolism (other)
PPP2R2B,Metabolism (other)
PPP2R2C,Metabolism (other)
PPP2R2D,Metabolism (other)
PPP2R3A,Metabolism (other)
PPP2R3B,Metabolism (other)
PPP2R3C,Metabolism (other)
PPP2R5A,Metabolism (other)
PPP2R5B,Metabolism (other)
PPP2R5C,Metabolism (other)
PPP2R5D,Metabolism (other)
PPP2R5E,Metabolism (other)
PPP3CA,Metabolism (other)
PPP3CB,Metabolism (other)
PPP3CC,Metabolism (other)
PPP3R1,Metabolism (other)
PPP3R2,Metabolism (other)
PPP4C,Metabolism (other)
PPP4R1,Metabolism (other)
PPP4R2,Metabolism (other)
PPP4R3A,Metabolism (other)
PPP4R3B,Metabolism (other)
PPP4R3C,Metabolism (other)
PPP4R4,Metabolism (other)
PPP5C,Metabolism (other)
PPP6C,Metabolism (other)
PPP6R1,Metabolism (other)
PPP6R2,Metabolism (other)
PPP6R3,Metabolism (other)
PRCP,Metabolism (other)
PRDX1,Metabolism (other)
PRDX2,Metabolism (other)
PRDX3,Metabolism (other)
PRDX4,Metabolism (other)
PRDX5,Metabolism (other)
PRDX6,Metabolism (other)
PRMT1,Metabolism (other)
PRMT2,Metabolism (other)
PRMT3,Metabolism (other)
PRMT5,Metabolism (other)
PRMT6,Metabolism (other)
PRMT7,Metabolism (other)
PRMT8,Metabolism (other)
PRMT9,Metabolism (other)
PRPS1,Metabolism (other)
PRPS1L1,Metabolism (other)
PRPS2,Metabolism (other)
PRPSAP1,Metabolism (other)
PRPSAP2,Metabolism (other)
PRSS1,Metabolism (other)
PRSS12,Metabolism (other)
PRSS16,Metabolism (other)
PRSS2,Metabolism (other)
PRSS21,Metabolism (other)
PRSS22,Metabolism (other)
PRSS23,Metabolism (other)
PRSS27,Metabolism (other)
PRSS29P,Metabolism (other)
PRSS3,Metabolism (other)
PRSS33,Metabolism (other)
PRSS36,Metabolism (other)
PRSS37,Metabolism (other)
PRSS38,Metabolism (other)
PRSS3P2,Metabolism (other)
PRSS41,Metabolism (other)
PRSS42P,Metabolism (other)
PRSS45P,Metabolism (other)
PRSS46P,Metabolism (other)
PRSS47P,Metabolism (other)
PRSS48,Metabolism (other)
PRSS50,Metabolism (other)
PRSS51,Metabolism (other)
PRSS53,Metabolism (other)
PRSS54,Metabolism (other)
PRSS55,Metabolism (other)
PRSS56,Metabolism (other)
PRSS57,Metabolism (other)
PRSS58,Metabolism (other)
PRSS8,Metabolism (other)
PSMA1,Metabolism (other)
PSMA2,Metabolism (other)
PSMA3,Metabolism (other)
PSMA3-AS1,Metabolism (other)
PSMA4,Metabolism (other)
PSMA5,Metabolism (other)
PSMA6,Metabolism (other)
PSMA7,Metabolism (other)
PSMA8,Metabolism (other)
PSMB1,Metabolism (other)
PSMB10,Metabolism (other)
PSMB11,Metabolism (other)
PSMB2,Metabolism (other)
PSMB3,Metabolism (other)
PSMB4,Metabolism (other)
PSMB5,Metabolism (other)
PSMB6,Metabolism (other)
PSMB7,Metabolism (other)
PSMB8,Metabolism (other)
PSMB9,Metabolism (other)
PSMC1,Metabolism (other)
PSMC2,Metabolism (other)
PSMC3,Metabolism (other)
PSMC3IP,Metabolism (other)
PSMC4,Metabolism (other)
PSMC5,Metabolism (other)
PSMC6,Metabolism (other)
PSMD1,Metabolism (other)
PSMD10,Metabolism (other)
PSMD11,Metabolism (other)
PSMD12,Metabolism (other)
PSMD13,Metabolism (other)
PSMD14,Metabolism (other)
PSMD2,Metabolism (other)
PSMD3,Metabolism (other)
PSMD4,Metabolism (other)
PSMD5,Metabolism (other)
PSMD6,Metabolism (other)
PSMD7,Metabolism (other)
PSMD8,Metabolism (other)
PSMD9,Metabolism (other)
PTDSS1,Metabolism (other)
PTDSS2,Metabolism (other)
PURA,Metabolism (other)
PURB,Metabolism (other)
PURG,Metabolism (other)
PURPL,Metabolism (other)
PXDN,Metabolism (other)
PYCR1,Metabolism (other)
PYCR2,Metabolism (other)
PYCR3,Metabolism (other)
PYDC1,Metabolism (other)
PYDC2,Metabolism (other)
PYDC5,Metabolism (other)
PYGB,Metabolism (other)
PYGL,Metabolism (other)
PYGM,Metabolism (other)
PYROXD1,Metabolism (other)
PYROXD2,Metabolism (other)
QPCT,Metabolism (other)
RCAN1,Metabolism (other)
RCAN3,Metabolism (other)
RCHY1,Metabolism (other)
RDH10,Metabolism (other)
RDH10-AS1,Metabolism (other)
RDH11,Metabolism (other)
RDH12,Metabolism (other)
RDH13,Metabolism (other)
RDH16,Metabolism (other)
RDH8,Metabolism (other)
REN,Metabolism (other)
RXYLT1,Metabolism (other)
SCPEP1,Metabolism (other)
SELENBP1,Metabolism (other)
SELENOF,Metabolism (other)
SELENOH,Metabolism (other)
SELENOI,Metabolism (other)
SELENOK,Metabolism (other)
SELENOM,Metabolism (other)
SELENON,Metabolism (other)
SELENOO,Metabolism (other)
SELENOP,Metabolism (other)
SELENOS,Metabolism (other)
SEPHS1,Metabolism (other)
SEPHS2,Metabolism (other)
SEPSECS,Metabolism (other)
SGMS1,Metabolism (other)
SGMS1-AS1,Metabolism (other)
SGMS2,Metabolism (other)
SHMT1,Metabolism (other)
SHMT2,Metabolism (other)
SMOX,Metabolism (other)
SORD,Metabolism (other)
SPHK1,Metabolism (other)
STBD1,Metabolism (other)
STEAP1,Metabolism (other)
STEAP2,Metabolism (other)
STEAP3,Metabolism (other)
STEAP4,Metabolism (other)
TDH,Metabolism (other)
TDO2,Metabolism (other)
U2AF1,Metabolism (other)
U2AF1L4,Metabolism (other)
U2AF2,Metabolism (other)
U2SURP,Metabolism (other)
U91319.1,Metabolism (other)
UACA,Metabolism (other)
UBA1,Metabolism (other)
UBA2,Metabolism (other)
UBA3,Metabolism (other)
UBA5,Metabolism (other)
UBA52,Metabolism (other)
UBA6,Metabolism (other)
UBA7,Metabolism (other)
UBAC1,Metabolism (other)
UBAC2,Metabolism (other)
UBAP1,Metabolism (other)
UBAP1L,Metabolism (other)
UBAP2,Metabolism (other)
UBAP2L,Metabolism (other)
UBASH3A,Metabolism (other)
UBASH3B,Metabolism (other)
UBB,Metabolism (other)
UBC,Metabolism (other)
UBD,Metabolism (other)
UBE2A,Metabolism (other)
UBE2B,Metabolism (other)
UBE2C,Metabolism (other)
UBE2D1,Metabolism (other)
UBE2D2,Metabolism (other)
UBE2D3,Metabolism (other)
UBE2D4,Metabolism (other)
UBE2DNL,Metabolism (other)
UBE2E1,Metabolism (other)
UBE2E2,Metabolism (other)
UBE2E3,Metabolism (other)
UBE2G1,Metabolism (other)
UBE2G2,Metabolism (other)
UBE2H,Metabolism (other)
UBE2I,Metabolism (other)
UBE2J1,Metabolism (other)
UBE2J2,Metabolism (other)
UBE2K,Metabolism (other)
UBE2L3,Metabolism (other)
UBE2L5,Metabolism (other)
UBE2L6,Metabolism (other)
UBE2M,Metabolism (other)
UBE2N,Metabolism (other)
UBE2NL,Metabolism (other)
UBE2O,Metabolism (other)
UBE2Q1,Metabolism (other)
UBE2R2,Metabolism (other)
UBE2S,Metabolism (other)
UBE2T,Metabolism (other)
UBE2U,Metabolism (other)
UBE2V1,Metabolism (other)
UBE2V2,Metabolism (other)
UBE2W,Metabolism (other)
UBE2Z,Metabolism (other)
UBE3A,Metabolism (other)
UBE3B,Metabolism (other)
UBE3C,Metabolism (other)
UBE3D,Metabolism (other)
UBE4A,Metabolism (other)
UBE4B,Metabolism (other)
UBFD1,Metabolism (other)
UBIAD1,Metabolism (other)
UBL4A,Metabolism (other)
UBL4B,Metabolism (other)
UBL5,Metabolism (other)
UBL7,Metabolism (other)
UBLCP1,Metabolism (other)
UBN1,Metabolism (other)
UBOX5,Metabolism (other)
UBP1,Metabolism (other)
UBQLN1,Metabolism (other)
UBQLN2,Metabolism (other)
UBQLN3,Metabolism (other)
UBQLN4,Metabolism (other)
UBQLNL,Metabolism (other)
UBR1,Metabolism (other)
UBR2,Metabolism (other)
UBR3,Metabolism (other)
UBR4,Metabolism (other)
UBR5,Metabolism (other)
UBR7,Metabolism (other)
UBTD1,Metabolism (other)
UBTD2,Metabolism (other)
UBTF,Metabolism (other)
UBTFL1,Metabolism (other)
UBTFL6,Metabolism (other)
UBXN1,Metabolism (other)
UBXN10,Metabolism (other)
UBXN11,Metabolism (other)
UBXN2A,Metabolism (other)
UBXN2B,Metabolism (other)
UBXN4,Metabolism (other)
UBXN6,Metabolism (other)
UBXN7,Metabolism (other)
UBXN8,Metabolism (other)
UCHL1,Metabolism (other)
UCHL1-AS1,Metabolism (other)
UCHL3,Metabolism (other)
UCHL5,Metabolism (other)
UEVLD,Metabolism (other)
UFC1,Metabolism (other)
UFD1,Metabolism (other)
UFL1,Metabolism (other)
UFM1,Metabolism (other)
UFSP2,Metabolism (other)
UGT3A1,Metabolism (other)
UGT3A2,Metabolism (other)
USP17L1,Metabolism (other)
USP17L10,Metabolism (other)
USP17L11,Metabolism (other)
USP17L12,Metabolism (other)
USP17L13,Metabolism (other)
USP17L15,Metabolism (other)
USP17L17,Metabolism (other)
USP17L18,Metabolism (other)
USP17L19,Metabolism (other)
USP17L2,Metabolism (other)
USP17L20,Metabolism (other)
USP17L21,Metabolism (other)
USP17L22,Metabolism (other)
USP17L23,Metabolism (other)
USP17L24,Metabolism (other)
USP17L3,Metabolism (other)
USP17L4,Metabolism (other)
USP17L5,Metabolism (other)
USP17L6P,Metabolism (other)
USP17L7,Metabolism (other)
USP17L8,Metabolism (other)
USP18,Metabolism (other)
USP19,Metabolism (other)
USP2,Metabolism (other)
USP20,Metabolism (other)
USP21,Metabolism (other)
USP22,Metabolism (other)
USP24,Metabolism (other)
USP25,Metabolism (other)
USP26,Metabolism (other)
USP27X,Metabolism (other)
USP28,Metabolism (other)
USP29,Metabolism (other)
USP3,Metabolism (other)
USP30,Metabolism (other)
USP31,Metabolism (other)
USP32,Metabolism (other)
USP33,Metabolism (other)
USP34,Metabolism (other)
USP35,Metabolism (other)
USP36,Metabolism (other)
USP37,Metabolism (other)
USP38,Metabolism (other)
USP39,Metabolism (other)
USP4,Metabolism (other)
USP40,Metabolism (other)
USP42,Metabolism (other)
USP43,Metabolism (other)
USP44,Metabolism (other)
USP45,Metabolism (other)
USP46,Metabolism (other)
USP47,Metabolism (other)
USP48,Metabolism (other)
USP49,Metabolism (other)
USP5,Metabolism (other)
USP50,Metabolism (other)
USP51,Metabolism (other)
USP53,Metabolism (other)
USP54,Metabolism (other)
USP6,Metabolism (other)
USP6NL,Metabolism (other)
USP7,Metabolism (other)
USP8,Metabolism (other)
USP9X,Metabolism (other)
USP9Y,Metabolism (other)
USPL1,Metabolism (other)
UST,Metabolism (other)
AZIN1,Metabolism (other)
AZIN2,Metabolism (other)
B3GALNT1,Metabolism (other)
B3GALNT2,Metabolism (other)
B3GALT1,Metabolism (other)
B3GALT2,Metabolism (other)
B3GALT4,Metabolism (other)
B3GALT5,Metabolism (other)
B3GALT6,Metabolism (other)
B3GALT9,Metabolism (other)
B3GAT1,Metabolism (other)
B3GAT2,Metabolism (other)
B3GAT3,Metabolism (other)
B3GLCT,Metabolism (other)
B3GNT2,Metabolism (other)
B3GNT3,Metabolism (other)
B3GNT4,Metabolism (other)
B3GNT5,Metabolism (other)
B3GNT6,Metabolism (other)
B3GNT7,Metabolism (other)
B3GNT8,Metabolism (other)
B3GNT9,Metabolism (other)
B4GALNT1,Metabolism (other)
B4GALNT2,Metabolism (other)
B4GALT1,Metabolism (other)
B4GALT2,Metabolism (other)
B4GALT3,Metabolism (other)
B4GALT4,Metabolism (other)
B4GALT5,Metabolism (other)
B4GALT6,Metabolism (other)
B4GALT7,Metabolism (other)
B4GAT1,Metabolism (other)
BAAT,Metabolism (other)
ATF6,Metabolism (other)
BAG1,Metabolism (other)
BAG4,Metabolism (other)
BAG5,Metabolism (other)
BAG6,Metabolism (other)
CCT2,Metabolism (other)
CCT3,Metabolism (other)
CCT4,Metabolism (other)
CCT5,Metabolism (other)
CCT6A,Metabolism (other)
CCT6B,Metabolism (other)
CCT7,Metabolism (other)
CCT8,Metabolism (other)
DNAJA1,Metabolism (other)
DNAJA2,Metabolism (other)
DNAJA3,Metabolism (other)
DNAJA4,Metabolism (other)
DNAJB1,Metabolism (other)
DNAJB11,Metabolism (other)
DNAJB12,Metabolism (other)
DNAJB13,Metabolism (other)
DNAJB14,Metabolism (other)
DNAJB2,Metabolism (other)
DNAJB3,Metabolism (other)
DNAJB4,Metabolism (other)
DNAJB5,Metabolism (other)
DNAJB6,Metabolism (other)
DNAJB7,Metabolism (other)
DNAJB8,Metabolism (other)
DNAJB9,Metabolism (other)
DNAJC1,Metabolism (other)
DNAJC10,Metabolism (other)
DNAJC11,Metabolism (other)
DNAJC13,Metabolism (other)
DNAJC15,Metabolism (other)
DNAJC17,Metabolism (other)
DNAJC18,Metabolism (other)
DNAJC19,Metabolism (other)
DNAJC2,Metabolism (other)
DNAJC21,Metabolism (other)
DNAJC24,Metabolism (other)
DNAJC25,Metabolism (other)
DNAJC27,Metabolism (other)
DNAJC28,Metabolism (other)
DNAJC3,Metabolism (other)
DNAJC30,Metabolism (other)
DNAJC4,Metabolism (other)
DNAJC5,Metabolism (other)
DNAJC6,Metabolism (other)
DNAJC7,Metabolism (other)
DNAJC9,Metabolism (other)
EDEM1,Metabolism (other)
EDEM2,Metabolism (other)
EDEM3,Metabolism (other)
ERP27,Metabolism (other)
ERP29,Metabolism (other)
ERP44,Metabolism (other)
FKBP10,Metabolism (other)
FKBP11,Metabolism (other)
FKBP15,Metabolism (other)
FKBP1A,Metabolism (other)
FKBP1B,Metabolism (other)
FKBP2,Metabolism (other)
FKBP3,Metabolism (other)
FKBP4,Metabolism (other)
FKBP5,Metabolism (other)
FKBP6,Metabolism (other)
FKBP8,Metabolism (other)
FKBP9,Metabolism (other)
FKBPL,Metabolism (other)
HSBP1,Metabolism (other)
HSBP1L1,Metabolism (other)
HSF1,Metabolism (other)
HSF2,Metabolism (other)
HSF2BP,Metabolism (other)
HSF4,Metabolism (other)
HSP90AA1,Metabolism (other)
HSP90AA2P,Metabolism (other)
HSP90AA4P,Metabolism (other)
HSP90AA5P,Metabolism (other)
HSP90AB1,Metabolism (other)
HSP90AB2P,Metabolism (other)
HSP90AB3P,Metabolism (other)
HSP90AB4P,Metabolism (other)
HSP90B1,Metabolism (other)
HSP90B2P,Metabolism (other)
HSPA13,Metabolism (other)
HSPA14,Metabolism (other)
HSPA1A,Metabolism (other)
HSPA1B,Metabolism (other)
HSPA1L,Metabolism (other)
HSPA2,Metabolism (other)
HSPA4,Metabolism (other)
HSPA4L,Metabolism (other)
HSPA5,Metabolism (other)
HSPA6,Metabolism (other)
HSPA7,Metabolism (other)
HSPA8,Metabolism (other)
HSPA9,Metabolism (other)
HSPB1,Metabolism (other)
HSPB11,Metabolism (other)
HSPB2,Metabolism (other)
HSPB6,Metabolism (other)
HSPB8,Metabolism (other)
HSPBP1,Metabolism (other)
HSPD1,Metabolism (other)
HSPE1,Metabolism (other)
HSPG2,Metabolism (other)
HSPH1,Metabolism (other)
MESD,Metabolism (other)
NDFIP1,Metabolism (other)
NDFIP2,Metabolism (other)
A2M,Metabolism (other)
A4GALT,Metabolism (other)
A4GNT,Metabolism (other)
AAAS,Metabolism (other)
AACS,Metabolism (other)
AADAC,Metabolism (other)
AADAT,Metabolism (other)
AAK1,Metabolism (other)
ABAT,Metabolism (other)
ABCB5,Metabolism (other)
ABCB6,Metabolism (other)
ABCB7,Metabolism (other)
ABCB8,Metabolism (other)
ABCB9,Metabolism (other)
ABCE1,Metabolism (other)
ABCF1,Metabolism (other)
ABCF3,Metabolism (other)
ACER1,Metabolism (other)
ACER2,Metabolism (other)
ACER3,Metabolism (other)
ACHE,Metabolism (other)
ACP1,Metabolism (other)
ACP2,Metabolism (other)
ACP3,Metabolism (other)
ACP4,Metabolism (other)
ACP5,Metabolism (other)
ACP6,Metabolism (other)
ACP7,Metabolism (other)
ADA,Metabolism (other)
ADA2,Metabolism (other)
ADAM10,Metabolism (other)
ADAM11,Metabolism (other)
ADAM12,Metabolism (other)
ADH1A,Metabolism (other)
ADH1B,Metabolism (other)
ADH1C,Metabolism (other)
ADH4,Metabolism (other)
ADH5,Metabolism (other)
ADH6,Metabolism (other)
ADH7,Metabolism (other)
ADHFE1,Metabolism (other)
ADI1,Metabolism (other)
ADIG,Metabolism (other)
ADRM1,Metabolism (other)
ADSL,Metabolism (other)
ADSS1,Metabolism (other)
ADSS2,Metabolism (other)
AGA,Metabolism (other)
AGL,Metabolism (other)
AGMO,Metabolism (other)
AGXT,Metabolism (other)
AKR1A1,Metabolism (other)
AKR1B1,Metabolism (other)
AKR1B10,Metabolism (other)
AKR1B15,Metabolism (other)
AKR1C1,Metabolism (other)
AKR1C2,Metabolism (other)
AKR1C3,Metabolism (other)
AKR1C4,Metabolism (other)
AKR1D1,Metabolism (other)
AKR7A2,Metabolism (other)
AKR7A3,Metabolism (other)
AKT1,Metabolism (other)
AKT1S1,Metabolism (other)
AKT2,Metabolism (other)
AKT3,Metabolism (other)
AKTIP,Metabolism (other)
ALAD,Metabolism (other)
ALAS1,Metabolism (other)
ALAS2,Metabolism (other)
ALB,Metabolism (other)
ALDH18A1,Metabolism (other)
ALDH1A1,Metabolism (other)
ALDH1A2,Metabolism (other)
ALDH1A3,Metabolism (other)
ALDH1B1,Metabolism (other)
ALDH1L1,Metabolism (other)
ALDH1L2,Metabolism (other)
ALDH2,Metabolism (other)
ALDH3B1,Metabolism (other)
ALDH3B2,Metabolism (other)
ALDH4A1,Metabolism (other)
ALDH5A1,Metabolism (other)
ALDH6A1,Metabolism (other)
ALDH7A1,Metabolism (other)
ALDH8A1,Metabolism (other)
ALDH9A1,Metabolism (other)
ALDOA,Metabolism (other)
ALDOB,Metabolism (other)
ALDOC,Metabolism (other)
ALG1,Metabolism (other)
ALG10,Metabolism (other)
ALG10B,Metabolism (other)
ALG11,Metabolism (other)
ALG12,Metabolism (other)
ALG13,Metabolism (other)
ALG14,Metabolism (other)
ALG1L,Metabolism (other)
ALG1L2,Metabolism (other)
ALG2,Metabolism (other)
ALG3,Metabolism (other)
ALG5,Metabolism (other)
ALG6,Metabolism (other)
ALG8,Metabolism (other)
ALG9,Metabolism (other)
ALLC,Metabolism (other)
ALPI,Metabolism (other)
ALPK1,Metabolism (other)
ALPK2,Metabolism (other)
ALPK3,Metabolism (other)
ALPL,Metabolism (other)
ALPP,Metabolism (other)
APEH,Metabolism (other)
APLN,Metabolism (other)
ASL,Metabolism (other)
ASMT,Metabolism (other)
ASNS,Metabolism (other)
ATF4,Metabolism (other)
ATG10,Metabolism (other)
ATG101,Metabolism (other)
ATG12,Metabolism (other)
ATG13,Metabolism (other)
ATG14,Metabolism (other)
ATG16L1,Metabolism (other)
ATG16L2,Metabolism (other)
ATG2A,Metabolism (other)
ATG2B,Metabolism (other)
ATG3,Metabolism (other)
ATG4A,Metabolism (other)
ATG4B,Metabolism (other)
ATG4C,Metabolism (other)
ATG4D,Metabolism (other)
ATG5,Metabolism (other)
ATG7,Metabolism (other)
ATG9A,Metabolism (other)
ATG9B,Metabolism (other)
ATIC,Metabolism (other)
ATM,Metabolism (other)
ATMIN,Metabolism (other)
ATOX1,Metabolism (other)
ATXN3,Metabolism (other)
ADSSL1,Metabolism (other)
ASB13,Metabolism (other)
ASB14,Metabolism (other)
B4GALNT3,Metabolism (other)
BDH1,Metabolism (other)
BDH2,Metabolism (other)
BHMT,Metabolism (other)
BHMT2,Metabolism (other)
BLOC1S1,Metabolism (other)
BLOC1S2,Metabolism (other)
BLOC1S3,Metabolism (other)
BLOC1S4,Metabolism (other)
BLOC1S5,Metabolism (other)
BLOC1S6,Metabolism (other)
BPGM,Metabolism (other)
BPHL,Metabolism (other)
BTD,Metabolism (other)
BTRC,Metabolism (other)
CBR1,Metabolism (other)
CBR4,Metabolism (other)
CDC34,Metabolism (other)
CDC37,Metabolism (other)
CDS1,Metabolism (other)
CDS2,Metabolism (other)
CELA1,Metabolism (other)
CELA2A,Metabolism (other)
CELA2B,Metabolism (other)
CELA3A,Metabolism (other)
CELA3B,Metabolism (other)
CHST1,Metabolism (other)
CHST10,Metabolism (other)
CHST11,Metabolism (other)
CHST12,Metabolism (other)
CHST13,Metabolism (other)
CHST14,Metabolism (other)
CHST15,Metabolism (other)
CHST2,Metabolism (other)
CHST3,Metabolism (other)
CHST4,Metabolism (other)
CHST5,Metabolism (other)
CHST6,Metabolism (other)
CHST7,Metabolism (other)
CHST8,Metabolism (other)
CHST9,Metabolism (other)
CHSY1,Metabolism (other)
CHSY3,Metabolism (other)
CPA1,Metabolism (other)
CPA2,Metabolism (other)
CPA3,Metabolism (other)
CPA4,Metabolism (other)
CPA5,Metabolism (other)
CPA6,Metabolism (other)
CPB1,Metabolism (other)
CPB2,Metabolism (other)
CPXM1,Metabolism (other)
CPXM2,Metabolism (other)
CPZ,Metabolism (other)
CRABP1,Metabolism (other)
CRABP2,Metabolism (other)
CTBS,Metabolism (other)
CTPS1,Metabolism (other)
CTPS2,Metabolism (other)
CTRB1,Metabolism (other)
CTRB2,Metabolism (other)
CTRC,Metabolism (other)
CTSA,Metabolism (other)
CTSB,Metabolism (other)
CTSC,Metabolism (other)
CTSD,Metabolism (other)
CTSE,Metabolism (other)
CTSF,Metabolism (other)
CTSG,Metabolism (other)
CTSH,Metabolism (other)
CTSK,Metabolism (other)
CTSL,Metabolism (other)
CTSL3P,Metabolism (other)
CTSO,Metabolism (other)
CTSS,Metabolism (other)
CTSV,Metabolism (other)
CTSW,Metabolism (other)
CTSZ,Metabolism (other)
A3GALT2,Metabolism or Transport (lipid)
ABCA1,Metabolism or Transport (lipid)
ABCA10,Metabolism or Transport (lipid)
ABCA12,Metabolism or Transport (lipid)
ABCA13,Metabolism or Transport (lipid)
ABCA2,Metabolism or Transport (lipid)
ABCA3,Metabolism or Transport (lipid)
ABCA4,Metabolism or Transport (lipid)
ABCA5,Metabolism or Transport (lipid)
ABCA6,Metabolism or Transport (lipid)
ABCA7,Metabolism or Transport (lipid)
ABCA8,Metabolism or Transport (lipid)
ABCA9,Metabolism or Transport (lipid)
ABCB1,Metabolism or Transport (lipid)
ABCB10,Metabolism or Transport (lipid)
ABCB11,Metabolism or Transport (lipid)
ABCB4,Metabolism or Transport (lipid)
ABCD1,Metabolism or Transport (lipid)
ABCD2,Metabolism or Transport (lipid)
ABCD3,Metabolism or Transport (lipid)
ABCD4,Metabolism or Transport (lipid)
ABCG1,Metabolism or Transport (lipid)
ABCG2,Metabolism or Transport (lipid)
ABCG4,Metabolism or Transport (lipid)
ABCG5,Metabolism or Transport (lipid)
ABCG8,Metabolism or Transport (lipid)
ABHD10,Metabolism or Transport (lipid)
